Time	Meter Out Counter value ls	Meter Out Measure ls/min
"?""2022-02-07 15:06:56.244"""	0.32664	0
"?""2022-02-07 15:07:06.247"""	0.32664	0
"?""2022-02-07 15:07:16.253"""	0.32664	0
"?""2022-02-07 15:07:26.242"""	0.32664	0
"?""2022-02-07 15:07:36.249"""	0.32664	0
"?""2022-02-07 15:07:46.239"""	0.32664	0
"?""2022-02-07 15:07:56.245"""	0.32664	0
"?""2022-02-07 15:08:06.236"""	0.32664	0
"?""2022-02-07 15:08:16.240"""	0.32664	0
"?""2022-02-07 15:08:26.237"""	0.32664	0
"?""2022-02-07 15:08:36.236"""	0.32664	0
"?""2022-02-07 15:08:46.243"""	0.32664	0
"?""2022-02-07 15:08:56.232"""	0.32664	0
"?""2022-02-07 15:09:06.239"""	0.32664	0
"?""2022-02-07 15:09:16.228"""	0.32664	0
"?""2022-02-07 15:09:26.234"""	0.32664	0
"?""2022-02-07 15:09:36.223"""	0.32664	0
"?""2022-02-07 15:09:46.230"""	0.32664	0
"?""2022-02-07 15:09:56.225"""	0.32664	0
"?""2022-02-07 15:10:06.226"""	0.32664	0
"?""2022-02-07 15:10:16.232"""	0.32664	0
"?""2022-02-07 15:10:26.224"""	0.32664	0
"?""2022-02-07 15:10:36.228"""	0.32664	0
"?""2022-02-07 15:10:46.220"""	0.32664	0
"?""2022-02-07 15:10:56.224"""	0.32664	0
"?""2022-02-07 15:11:06.230"""	0.32664	0
"?""2022-02-07 15:11:16.220"""	0.32664	0
"?""2022-02-07 15:11:26.226"""	0.32664	0
"?""2022-02-07 15:11:36.220"""	0.32664	0
"?""2022-02-07 15:11:46.223"""	0.32664	0
"?""2022-02-07 15:11:56.228"""	0.32664	0
"?""2022-02-07 15:12:06.217"""	0.32664	0
"?""2022-02-07 15:12:16.224"""	0.32664	0
"?""2022-02-07 15:12:26.216"""	0.3301307	0
"?""2022-02-07 15:12:36.207"""	0.3321953	0
"?""2022-02-07 15:12:46.210"""	0.3477329	0.26214
"?""2022-02-07 15:12:56.216"""	0.3544645	0.00215233
"?""2022-02-07 15:13:06.205"""	0.3544645	0
"?""2022-02-07 15:13:16.212"""	0.3544645	0
"?""2022-02-07 15:13:26.205"""	0.3544645	0
"?""2022-02-07 15:13:36.209"""	0.3544645	0
"?""2022-02-07 15:13:46.204"""	0.3544645	0
"?""2022-02-07 15:13:56.205"""	0.3544645	0
"?""2022-02-07 15:14:06.210"""	0.3544645	0
"?""2022-02-07 15:14:16.200"""	0.3544645	0
"?""2022-02-07 15:14:26.205"""	0.3544645	0
"?""2022-02-07 15:14:36.195"""	0.3544645	0
"?""2022-02-07 15:14:46.202"""	0.3544645	0
"?""2022-02-07 15:14:56.191"""	0.3544645	0
"?""2022-02-07 15:15:06.197"""	0.3544645	0
"?""2022-02-07 15:15:16.192"""	0.3544645	0
"?""2022-02-07 15:15:26.193"""	0.3544645	0
"?""2022-02-07 15:15:36.191"""	0.3544645	0
"?""2022-02-07 15:15:46.189"""	0.3544645	0
"?""2022-02-07 15:15:56.181"""	0.3544645	0
"?""2022-02-07 15:16:06.186"""	0.3544645	0
"?""2022-02-07 15:16:16.191"""	0.3544645	0
"?""2022-02-07 15:16:26.180"""	0.3544645	0
"?""2022-02-07 15:16:36.180"""	0.3544645	0
"?""2022-02-07 15:16:46.177"""	0.3544645	0
"?""2022-02-07 15:16:56.183"""	0.3544645	0
"?""2022-02-07 15:17:06.172"""	0.3544645	0
"?""2022-02-07 15:17:16.178"""	0.3544645	0
"?""2022-02-07 15:17:26.185"""	0.3544645	0
"?""2022-02-07 15:17:36.174"""	0.3544645	0
"?""2022-02-07 15:17:46.164"""	0.3544645	0
"?""2022-02-07 15:17:56.171"""	0.3651786	0
"?""2022-02-07 15:18:06.163"""	0.3822302	0.26214
"?""2022-02-07 15:18:16.167"""	0.3854547	0
"?""2022-02-07 15:18:26.173"""	0.3854547	0
"?""2022-02-07 15:18:36.162"""	0.3854547	0
"?""2022-02-07 15:18:46.169"""	0.3854547	0
"?""2022-02-07 15:18:56.159"""	0.3854547	0
"?""2022-02-07 15:19:06.164"""	0.3854547	0
"?""2022-02-07 15:19:16.155"""	0.3854547	0
"?""2022-02-07 15:19:26.160"""	0.3854547	0
"?""2022-02-07 15:19:36.166"""	0.3854547	0
"?""2022-02-07 15:19:46.158"""	0.3854547	0
"?""2022-02-07 15:19:56.164"""	0.3879245	0
"?""2022-02-07 15:20:06.155"""	0.3879245	0
"?""2022-02-07 15:20:16.158"""	0.3879245	0
"?""2022-02-07 15:20:26.153"""	0.4002999	0
"?""2022-02-07 15:20:36.154"""	0.402405	0
"?""2022-02-07 15:20:46.160"""	0.40744	0.26214
"?""2022-02-07 15:20:56.153"""	0.4288567	0.07380144
"?""2022-02-07 15:21:06.156"""	0.4315692	0.005141347
"?""2022-02-07 15:21:16.163"""	0.4316434	0
"?""2022-02-07 15:21:26.151"""	0.4316434	0
"?""2022-02-07 15:21:36.158"""	0.4316434	0
"?""2022-02-07 15:21:46.149"""	0.4316434	0
"?""2022-02-07 15:21:56.154"""	0.4316434	0
"?""2022-02-07 15:22:06.160"""	0.4316434	0
"?""2022-02-07 15:22:16.150"""	0.4316434	0
"?""2022-02-07 15:22:26.156"""	0.4316434	0
"?""2022-02-07 15:22:36.146"""	0.4316434	0
"?""2022-02-07 15:22:46.138"""	0.4316434	0
"?""2022-02-07 15:22:56.141"""	0.4316434	0
"?""2022-02-07 15:23:06.149"""	0.4316434	0
"?""2022-02-07 15:23:16.137"""	0.4316434	0
"?""2022-02-07 15:23:26.145"""	0.4316434	0
"?""2022-02-07 15:23:36.136"""	0.4316434	0
"?""2022-02-07 15:23:46.140"""	0.4451873	0.26214
"?""2022-02-07 15:23:56.146"""	0.4632819	0
"?""2022-02-07 15:24:06.135"""	0.4669768	0.1750019
"?""2022-02-07 15:24:16.128"""	0.4769491	0.03408742
"?""2022-02-07 15:24:26.130"""	0.4833626	0.04640656
"?""2022-02-07 15:24:36.126"""	0.5186304	0.26214
"?""2022-02-07 15:24:46.127"""	0.5609778	0.2287793
"?""2022-02-07 15:24:56.133"""	0.5942165	0.1724768
"?""2022-02-07 15:25:06.123"""	0.6192694	0.1321906
"?""2022-02-07 15:25:16.129"""	0.6384397	0.09994497
"?""2022-02-07 15:25:26.135"""	0.6533654	0.07855292
"?""2022-02-07 15:25:36.124"""	0.664838	0.06077338
"?""2022-02-07 15:25:46.123"""	0.6737872	0.04603661
"?""2022-02-07 15:25:56.121"""	0.6803572	0.034072
"?""2022-02-07 15:26:06.112"""	0.6851496	0.02344666
"?""2022-02-07 15:26:16.116"""	0.6883789	0.01561218
"?""2022-02-07 15:26:26.111"""	0.690432	0.008793435
"?""2022-02-07 15:26:36.112"""	0.6915408	0.004277199
"?""2022-02-07 15:26:46.118"""	0.6915749	0.000470402
"?""2022-02-07 15:26:56.109"""	0.6915749	0
"?""2022-02-07 15:27:06.115"""	0.6915749	0
"?""2022-02-07 15:27:16.109"""	0.6915749	0
"?""2022-02-07 15:27:26.110"""	0.6915749	0
"?""2022-02-07 15:27:36.116"""	0.6915749	0
"?""2022-02-07 15:27:46.109"""	0.6915749	0
"?""2022-02-07 15:27:56.112"""	0.6915749	0
"?""2022-02-07 15:28:06.107"""	0.6915749	0
"?""2022-02-07 15:28:16.108"""	0.6915749	0
"?""2022-02-07 15:28:26.115"""	0.6915749	0
"?""2022-02-07 15:28:36.106"""	0.6915749	0
"?""2022-02-07 15:28:46.110"""	0.6915749	0
"?""2022-02-07 15:28:56.117"""	0.6915749	0
"?""2022-02-07 15:29:06.106"""	0.6915749	0
"?""2022-02-07 15:29:16.098"""	0.6915749	0
"?""2022-02-07 15:29:26.102"""	0.6915749	0
"?""2022-02-07 15:29:36.092"""	0.6915749	0
"?""2022-02-07 15:29:46.099"""	0.6915749	0
"?""2022-02-07 15:29:56.092"""	0.6915749	0
"?""2022-02-07 15:30:06.093"""	0.6915749	0
"?""2022-02-07 15:30:16.102"""	0.6915749	0
"?""2022-02-07 15:30:26.090"""	0.6915749	0
"?""2022-02-07 15:30:36.096"""	0.6915749	0
"?""2022-02-07 15:30:46.089"""	0.6915749	0
"?""2022-02-07 15:30:56.092"""	0.6915749	0
"?""2022-02-07 15:31:06.098"""	0.6915749	0
"?""2022-02-07 15:31:16.087"""	0.6915749	0
"?""2022-02-07 15:31:26.093"""	0.6915749	0
"?""2022-02-07 15:31:36.088"""	0.6915749	0
"?""2022-02-07 15:31:46.090"""	0.6915749	0
"?""2022-02-07 15:31:56.096"""	0.6915749	0
"?""2022-02-07 15:32:06.086"""	0.6915749	0
"?""2022-02-07 15:32:16.092"""	0.6915749	0
"?""2022-02-07 15:32:26.081"""	0.6915749	0
"?""2022-02-07 15:32:36.073"""	0.6915749	0
"?""2022-02-07 15:32:46.078"""	0.6915749	0
"?""2022-02-07 15:32:56.072"""	0.6915749	0
"?""2022-02-07 15:33:06.073"""	0.6915749	0
"?""2022-02-07 15:33:16.079"""	0.6915749	0
"?""2022-02-07 15:33:26.071"""	0.6915749	0
"?""2022-02-07 15:33:36.075"""	0.6915749	0
"?""2022-02-07 15:33:46.070"""	0.6915749	0
"?""2022-02-07 15:33:56.071"""	0.6915749	0
"?""2022-02-07 15:34:06.078"""	0.6915749	0
"?""2022-02-07 15:34:16.067"""	0.6915749	0
"?""2022-02-07 15:34:26.061"""	0.6915749	0
"?""2022-02-07 15:34:36.062"""	0.6915749	0
"?""2022-02-07 15:34:46.069"""	0.6915749	0
"?""2022-02-07 15:34:56.059"""	0.6915749	0
"?""2022-02-07 15:35:06.065"""	0.6915749	0
"?""2022-02-07 15:35:16.058"""	0.6915749	0
"?""2022-02-07 15:35:26.061"""	0.6915749	0
"?""2022-02-07 15:35:36.067"""	0.6915749	0
"?""2022-02-07 15:35:46.056"""	0.6915749	0
"?""2022-02-07 15:35:56.052"""	0.6915749	0
"?""2022-02-07 15:36:06.053"""	0.6915749	0
"?""2022-02-07 15:36:16.059"""	0.6915749	0
"?""2022-02-07 15:36:26.048"""	0.6915749	0
"?""2022-02-07 15:36:36.055"""	0.6915749	0
"?""2022-02-07 15:36:46.047"""	0.6915749	0
"?""2022-02-07 15:36:56.050"""	0.6915749	0
"?""2022-02-07 15:37:06.056"""	0.6915749	0
"?""2022-02-07 15:37:16.047"""	0.6915749	0
"?""2022-02-07 15:37:26.053"""	0.6915749	0
"?""2022-02-07 15:37:36.045"""	0.6915749	0
"?""2022-02-07 15:37:46.048"""	0.6915749	0
"?""2022-02-07 15:37:56.042"""	0.6915749	0
"?""2022-02-07 15:38:06.044"""	0.6915749	0
"?""2022-02-07 15:38:16.050"""	0.6915749	0
"?""2022-02-07 15:38:26.043"""	0.6915749	0
"?""2022-02-07 15:38:36.047"""	0.6915749	0
"?""2022-02-07 15:38:46.039"""	0.6915749	0
"?""2022-02-07 15:38:56.042"""	0.6915749	0
"?""2022-02-07 15:39:06.050"""	0.6915749	0
"?""2022-02-07 15:39:16.040"""	0.6915749	0
"?""2022-02-07 15:39:26.044"""	0.6915749	0
"?""2022-02-07 15:39:36.039"""	0.6915749	0
"?""2022-02-07 15:39:46.041"""	0.6915749	0
"?""2022-02-07 15:39:56.047"""	0.6915749	0
"?""2022-02-07 15:40:06.036"""	0.6915749	0
"?""2022-02-07 15:40:16.042"""	0.6915749	0
"?""2022-02-07 15:40:26.034"""	0.6915749	0
"?""2022-02-07 15:40:36.038"""	0.6915749	0
"?""2022-02-07 15:40:46.044"""	0.6915749	0
"?""2022-02-07 15:40:56.034"""	0.6915749	0
"?""2022-02-07 15:41:06.041"""	0.6915749	0
"?""2022-02-07 15:41:16.035"""	0.6915749	0
"?""2022-02-07 15:41:26.036"""	0.6915749	0
"?""2022-02-07 15:41:36.042"""	0.6915749	0
"?""2022-02-07 15:41:46.032"""	0.6915749	0
"?""2022-02-07 15:41:56.038"""	0.6915749	0
"?""2022-02-07 15:42:06.032"""	0.6915749	0
"?""2022-02-07 15:42:16.034"""	0.6915749	0
"?""2022-02-07 15:42:26.041"""	0.6915749	0
"?""2022-02-07 15:42:36.030"""	0.6915749	0
"?""2022-02-07 15:42:46.021"""	0.6915749	0
"?""2022-02-07 15:42:56.026"""	0.6915749	0
"?""2022-02-07 15:43:06.032"""	0.6915749	0
"?""2022-02-07 15:43:16.022"""	0.6915749	0
"?""2022-02-07 15:43:26.028"""	0.6915749	0
"?""2022-02-07 15:43:36.020"""	0.6915749	0
"?""2022-02-07 15:43:46.024"""	0.6915749	0
"?""2022-02-07 15:43:56.019"""	0.6915749	0
"?""2022-02-07 15:44:06.019"""	0.6915749	0
"?""2022-02-07 15:44:16.009"""	0.6915749	0
"?""2022-02-07 15:44:26.017"""	0.6915749	0
"?""2022-02-07 15:44:36.007"""	0.6915749	0
"?""2022-02-07 15:44:46.011"""	0.6915749	0
"?""2022-02-07 15:44:56.018"""	0.6915749	0
